GXT Editor 1.2 Section
32
MAIN
10769

843AFC84  Chyba èítania DVD
3C7BDF0C  ~s~Stay behind me Niko and watch my ass.
745ACED1  ~s~But don't get too close...
82286A6C  ~s~...no offence Niko, but you kinda cramp my style.
57D615C8  ~s~Now let's jog!
659CB155  ~s~Argghh!!
5D062020  ~s~Stop bashing me!
8B577CC2  ~s~Niko help!
8BE88EE0  ~s~This is my park!
9A722BF3  ~s~I decide who prances about in here!
E06B3808  ~s~That's him Niko! Get him!
F026577E  ~s~We'll get him together bum chum!
35D862E1  ~s~Get behind me Niko and cover my ass!
D3979E61  ~s~I'm not moving until you're behind me!
1BA6AE7E  ~s~Back off Niko! You're cramping my style!
274BC5C8  ~s~You are too close Niko!
6D1FD173  Yee haa! I'm here to save the day Niko!
0B270D7F  Let's get this pervert!
CCF98FC5  We'll take him together Niko!
D743A459  Attack!
ED4F5070  Niko! Wait up!!
FB966CFE  Groan... don't let him escape Niko!!
23B73D3F  Our relationship just isn't working Niko! I'm not comfortable with you being that close behind me.... yet.
69ECA358  ~s~SCENARIO ~1~ SELECTED!~n~Press any key 0-9 to select vehicle
7BD24723  ~s~SCENARIO ~a~ SELECTED!
0929CB53  Hedgebury (Gang - Playground)
BFB1B854  Grayford (Carwash)
B1E51CBB  S. Slopes (Cops by Park)
DE7F75EF  S. Slopes (Joyride - Cobbles)
D04A5985  Goatherd (Pimp - Projects)
8A9E4E2E  Downtown (Docks)
6CCE128E  Schottler (Alley)
29788BE4  Cerveza Heights (Carpark)
9B06EEFF  Meadows (Poser)
51D6DCA0  WiLLiS (Station)
5891674F  ~s~VEHICLE Banshee SELECTED!~n~a new email has been sent
1493CFDC  ~s~VEHICLE Cavalcade SELECTED!~n~a new email has been sent
68E4E358  ~s~VEHICLE Feltzer SELECTED!~n~a new email has been sent
9F3954C2  ~s~VEHICLE Intruder SELECTED!~n~a new email has been sent
3700200F  ~s~VEHICLE Patriot SELECTED!~n~a new email has been sent
17A0F5B4  ~s~VEHICLE PMP600 SELECTED!~n~a new email has been sent
F002B88F  ~s~VEHICLE Sabre GT SELECTED!~n~a new email has been sent
EE26F873  ~s~VEHICLE 1st NRG900 SELECTED!~n~a new email has been sent
8737BF19  ~s~VEHICLE 2nd NRG900 SELECTED!~n~a new email has been sent
9E5778DB  ~s~VEHICLE 3rd NRG900 SELECTED!~n~a new email has been sent
517E3447  ~s~Welcome to Perseus sir
C49504F8  Bought all clothes for Broker (Brooklyn) safehouse
F24FE06D  Bought all clothes for Bohan (Bronx) safehouse
E24A4062  Bought all clothes for Algonquin (Manhattan) safehouse
91E89FA0  Bought all clothes for Alderney (New Jersey) safehouse
BFAA7B23  Bought all clothes for Playboy X safehouse
0A50109D  Bought all clothes for an uninitialised safehouse
CC4817DF  ~s~It's time to start cleaning this place up.
E5974A7D  ~s~Some gangbangers are having a little get together near here, makes the place look bad.
F67FEC4E  ~s~I need you to go pay them a little visit.
00BE00CA  ~s~Drive by those pricks until they learn that I wont tolerate their shit in this neighbourhood.
BA1C29FD  ~s~Ah Niko you're just in time, I've got something going on that might interest you.
ABD58D70  ~s~Some guys are stashing a load of cash is a compound nearby and I need your help to go and get it.
1559607A  ~s~We'll take a few of the guys in this car, those bastards wont know what hit them.
F5A638B9  Let's get a car.
818EFDAC  Let's go, Niko.
B7E9BEE3  Take me home, Niko.
5604F02F  Thanks Niko. Let's do this again.
9FAE6CC6  Right Niko. Let's Play.
0DCC202B  Ok Niko. The boat's nearby. Let's go.
951ED031  Ok Niko. The copter's nearby. Let's go.
A811073F  You were lucky, Niko.
DFD45FC3  A draw's fair enough.
943CAD9D  You ain't good enough to beat the master, Niko!
D5FA35A2  Next time, let's play a full game. Okay.
15D0FB3D  Cluckin' Bell
6E1A4D23  Burger Shot
84A8D4CD  Fast Food Place
6A66659C  High-End Restaurant
C1EA9BFA  Diner
6B7F24D6  Faustin's Niteclub
58FC320D  Vlad's Bar
1A7B1160  Harlem Hip Hop Club
4BB6DD57  Niteclub
6953DA2E  High-End Niteclub
1FA0AD1A  Pub
D6B3EC46  Strip Club
582103AF  Open her up, Niko. Let's see what this baby can do.
AC77250A  Take her up, Niko.
050170C2  Finished Powerboating.
87BEB3F1  Finished HeliRides.
D92DB330  Eaten At Cluckin' Bell
58A97C88  Eaten At Burger Shot
EE17A4A8  Eaten At Fast Food Place
B7913F0A  Eaten At High-End Restaurant
BA04769B  Eaten At Diner
9AFBEB76  Leaving Faustin's Niteclub
B4752640  Leaving Vlad's Bar
A737A432  Leaving Harlem Hip Hop Club
4265A0F8  Leaving Niteclub
A6DF7FBB  Leaving High-End Niteclub
F451EB95  Leaving Pub
5F5C08DC  Leaving Videogame Arcade
D4422284  Leaving Strip CLub
D0B6B776  That was EXCELLENT
0115514D  That was GOOD
00F87744  That was AVERAGE
A13F8BF4  I'm glad you could make it, Niko.
12DDEF33  You're late, Niko. I'd almost given up on you.
68019979  You're late, Niko. I've been standing here for ages.
D9D75B2D  You're fucking late, Niko. You know how much that pisses me off.
0DB4A8A8  Go get me my truck niko
FCF28724  Its somewhere far away
C216916D  Ok
AD849ACC  Good timing Niko, I was getting bored with the chat in there.
9BD27768  What are we doing Bell?
86B04D24  We're going to meet an associate of mine at the old mansion.
74F6A9B1  We're here, come on the sooner we get these cars out of here the better.
F24EA45F  I just hope we get out of here before the feds turn up.
E07000A2  Niko! Stop dicking around and get over here!
CFC7DF52  I don't get it, this is chumps work, why are we doing this?
BE023BC7  Because Niko I don't trust anyone else with this cargo.
3B283611  Shit! The feds!
4601CAA8  Niko! Take this car and follow me, we've got to get out of here!!
37242CED  Shit! The road is blocked up ahead!
21570153  Niko, we'll have to turn around!
AEAB1BF9  We've got to ditch these cars!
A0977FD2  Grab the cash in the trunk and follow me!
8A55534E  Shit! More cops!
7BC2B629  He's been looking after some cars we need to shift.
E58A89B7  Niko follow me! I've got us a pickup nearby, we need to lose this heat!
D760ED64  More cops Niko!
C12AC0F8  Good work Niko, I'll see you around.
CF4160BD  Niko, sniper on the roof!
5104E446  Man down! It's just us now Niko!
4376C92A  We've got to lose this heat, we need to get to the safe house!
5F6B8113  Move forward!
91DD65F6  Go! Go! Go!
12E7680C  Niko, we have to get closer!!
0531CCA1  Niko hurry up!!
38C233C1  Niko get me closer so I can shoot that fed car!
2A17966C  We need to get the feds off Bell's back!
AC4B9AD6  Shit! We're getting rammed!
019D4458  Stop ramming us mother fuckers!
14036924  Good timing, jump in Niko my friend will get us out of here.
26BD0E97  Phew! That was a close call Niko, but we made it.
B8853229  Eat lead mother fuckers!!
CB57D7CE  Fuck you pigs!!
DD29FB72  Come on! We're almost there!
EF1D9F59  Kill all those mother fucking cops Niko!!
61798413  Nows our chance! Let's go!
7446A9AD  Eat this suckers.
86144D48  You like that.
1056E4A7  Fuck you, scumbags.
74DAADB1  Have some of that.
46355067  Fucking Feds.
680364EA  You took your sweet time, Niko.
2E407161  What's the rush?
0C702DC1  We got to go pick up some cash.
43031AEE  It was left as payment for a deal that went bad a couple of weeks ago.
523AB95D  We figure, no one's touched it yet. It's ours.
56F9C2DB  Alright.
755FFFA7  Yeah, this kid Frankie's been watching the stuff.
8D66AFB4  He says we're fine, it's all gravy.
8B0F4706  Frankie, you been keeping your eyes open out here? You seen anyone snoopin' round?
7CCC2A80  I ain't seen a soul, boss. It's a ghost house.
CCD5CAC6  This don't feel right. Two weeks ago you had us, the Koreans and the Feds chasing the cash in these cars.
BA162547  Now you got nobody. Something's wrong.
A4E6A743  Shit Frankie, you dumb fuck. They were watching all along.
7327C3C6  Niko, get in that car and follow me. I ain't leaving without this money.
90C73E65  Are you fucking blind? You don't notice the fifty feds watching these cars?
302AFD2A  Gimme a break, man. I got a lot on my mind, you know?
11F7C0C4  I didn't have much time to scope this out. My Ma's kinda sick. I been looking after her.
43E3A4A3  And my sister, I been putting her through college. Escobar University, she's gonna make something of herself.
37198B0F  I only got a few more payments to make on her tuition.
B93D0F50  Shut up, these Feds are all over me.
DB0E52F2  I'm sorry man. It's just... I only got married the other day.
0CD03675  We're still in the, you know, honeymoon period. God, I love that kid. You wanna see a picture?
FC219518  I don't want to see a fucking picture!
4A4C2DFC  I'm trying to get us out of this situation so you can spend more time with your wife instead of some jailhouse bitch.
2774CCC7  Shit, I think we're losin' him.
3536684A  Don't lose the boss, man. I don't gots an idea where we're headin'.
4D47186B  Crap, we're losing him. We're fucked.
5B0533E7  Ah God, we're gonna lose the boss.
70CA5F71  Put your foot down, catch up to him.
7E8FFAFC  Speed up Niko, we're screwed otherwise.
512D1FA8  They're all over the boss, Niko.
873C0BC5  Get me close to the boss and I'll take out that Fed car.
957DA848  The Feds don't fuck with the boss and get away with it. Get close to them.
6D05574C  Take out the Feds, Niko.
7BBFF4C1  We can't let those Feds run the boss off the road, get them.
6FFA4B5B  Shit, I don't know how much more of this I can take.
8246EFF4  Crap, the Feds are hammering us.
4B6C8240  The Feds are all over us, man.
5D62262B  They're destroying us, Niko.
24803460  God they ain't making this easy, are they?
8018EB90  Can't these fucking Feds let up for a minute.
7092F9A4  Mother fucking Albanians! Where's the respect?!
62C85E0F  Come on Niko, we need to teach these mother fuckers some respect!
4BEE305B  More Albanians Niko! They've planned this attack!
3E5A9534  Niko! There's a van pulling up! We've got to hold them off!
A9BA6BF2  They're coming from that alleyway Niko!
9AE9CE51  Another car load! This is intense Niko!
89CB2C14  Niko! There's more from coming from the North!
7776076A  Cover the family, they need to get the hell out of here!!
8676A567  Shit! More!
418D9A36  Dirty fucking Albanians!
6E8AF434  Eat lead motherfuckers!
FE189351  Show some fucking respect you bastards!
1AF8CD11  I'm gonna kill all you unwashed scumbags!
28B6688C  Niko! Help me out!
B71C8556  Niko! Come on!
C56F21FB  Niko! What are you doing?
D5A7C26C  Come on Niko! Let's grab the hearse and get out of here!!
62A659EF  Where to?
7460FD64  If you can't afford the fare, then don't get in!
EE2DF0FC  Ok, we'll be there shortly.
BFED147B  Have a nice day!
1B9ACBD9  Yes sir!! I'll step on it, the fare will double though.
219957D6  You can't afford to be taken all the way there. I'll drive you as far as you can afford.
A75BE359  Shit my cab!
79A607EE  Arrgghh! A mentalist!
91CF3840  Ok, I'll let you out here.
CA41E635  Cha! What you doing, Niko?
B82A4206  Irie, Niko. How's it going?
AF202FF2  I need fe be getting outta here.
2CD2AB59  One love, Niko. I and I be seeing each other soon.
F1F5B490  I got that heavy firepower you after, mon.
0D706885  Check this, rasta.
858F78B1  Car health ~1~
EE1CCFEF  Hi Niko.
B309A0E6  Catch you later, Niko.
1906D224  Go get ~b~Roman~s~.
F534D09D  Take Roman to the ~y~Garage~s~.
24DEB4A1  You left ~b~Roman~s~ behind.
7A645676  I want you two boys to go over to Dukes for me. You're selling a pound of smack to this cabron.
849D6AE8  The money's too good to say no, but he might have flipped like a pancake or even be UC, he's a bit too desperate to make this deal.
770ECFC7  Playboy X has got the merchandise. Can you handle it if things go wrong?
7F68E07B  It's not a problem. We'll do it.
13775E5D  Cha, what choo playing at, Niko? We needs transport.
018FBA8E  Forward a da squat on Cassidy Street in Beechwood city.
C6B644D8  Here we be. It's up on a the third floor. Forward.
D75B8A2B  You have the money?
E8A92CC6  I thought Elizabeta was coming. Where is she?
32D6C120  I have the stuff, do you want a deal or do you not?
426D604D  Can you confirm that Elizabeta Torres is selling this?
149984A6  Bumba clot, BABYLON. They be all over the place. This Blood Clot got to be a undercover.
3202BF78  I ain't doing no bid for dis shit. We have fe get outta here.
D85519B7  Stick to me, brother.
4581F413  We hot steppin' Niko, Babylon ain't got nuttin' on I and I.
AA03BD11  Forward Niko.
0516F336  We gots to get uppa the roof, sight?
F3C9509B  The halls corked up with Babylon, clear it out.
BE1B6540  They even up onna da roof. Show em your teeth, Niko.
16C2BB75  Give the beasts a taste o dere own medicine, Niko. Blast dem.
6D2AE844  Take out Babylon, Niko.
5F754CD9  Dere inna de hall, take them down, Niko.
49A6213B  Crucial shooting, Niko. You Babylon's nightmare. Mek we move out.
3BEB85C6  Babylon won't tink we goin down through dis apartment, forward.
A7645C96  We go up, Niko. Upwards!
B49E770A  I hold them off Niko, kill the guys above!
82A8A765  I have cleared the coast, come up Playboy X!
744A8AA9  Forward a the roof, come on.
59BE6065  Gotta get out of here. Take me back to my crib, brother.
387C1DE1  I'll get tha stash back to Elizabeta, Niko. Don't worry your self boy.
37D6302E  Forward a Cassidy Street in Beechwood city.
2DE51C4C  You don't mind me blacking it up some? (Playboy X lights spliff) Whose me man Roman doin? He getting' over his loses and crosses and ting?
653B0AF7  Roman is good. His eyes are on the next big thing, you know. I think he has forgotten about Hove Beach.
4B0AD697  Crucial. Hove Beach ain't forgotten about him and you and ting though. They ain't easin up on you boys over there. You must a vexed them Russians good.
DA0B749A  I pissed them off a long time ago. When they did that to Roman, they started to annoy me.
F44DA91E  Why yu fe galang so? Let them bygones be bygones, man. No cup no broke, no coffee dash no way.
07BC4FFB  Yah can't let your demons take control and ting. Let it go, Niko. Sight?
C7E6E871  This whole thing got fucked up, time to cut and run.
09563A06  Shit, the money aint worth this.
2E85FCD2  Shit, it's you. This aint right!
CAA8CA90  I aint hanging around all day.
85CEB1E2  PHONE MODEL CHANGED TO LOW QUALITY MODEL.
BF37A4CB  PHONE MODEL CHANGED TO HIGH QUALITY MODEL.
6E761FE9  PHONE DISPLAY CHANGED TO TV MODE.
6E842005  PHONE DISPLAY CHANGED TO HD MODE.
B37CA9ED  PHONE DISPLAY CHANGED TO STANDARD MODE.
8A5DB828  Magazine Demo 2 (mag2.sc - KM)
32DE0100  Press ~PAD_A~ to take control of Niko.
6EB7ECD9  Phone Little Jacob for Guns.
631C214D  Buy a Hot Dog. Go To LJ on Radar. Buy A 9mm.
8DEDDBD0  Hail a taxi.
5B56C2CE  Go to an internet cafe. Send CV to Lawyers. (Final Interview Part a).
585705F8  Wait for phone calls to take place: Lawyers then Francis. Grab a cab. Skip journey to Francis contact point. Play 'Call and Collect'.
4CAB4EA0  Go to Clothes Shop. Buy a suit.
7699E3BB  Go to Lawyer's Office. Play Final Interview Part B.
BEECC573  OBBE: Taxi Journey testbed
7DF67789  Remember to buy shoes
30DF527E  Remember to buy a suit
07C8152A  Sept Demo (Sept07Demo.sc - KM)
B7583245  1: Previous~n~ 2: Next~n~ Q: Quit
32DC7C8D  THIS LABEL NEEDS TO BE HERE !!!
61CC14BE  SFX_PHONE_DEAD
C19ECFFB  010
76F860B0  MF6_L_ZA
B397D8B6  SFX_PAUSE_2000
5BF623D0  SFX_PHONE_DEAD
73BD0EF7  100100100
CA5CFE52  Dummy label.
B6FF6B86  ~z~~x~Hey this is Lazlow for ZiT! Let me hear the track, and we'll text you the artist and the name of the song.
9DD3DE99  ~z~Hi. Thank you. Thank you.
9F19E125  ~z~Thanks for coming.
A2B9E86D  ~z~Been thinking a lot about war... recently.
74AE0C56  ~z~A lot of it about... a lot of bad stuff in the world.
BF20A13A  ~z~Someone's always at war.
9159C5AD  ~z~And I was thinking, "What's my favorite war?" Vietnam?
EB957A23  ~z~Best soundtrack. Definitely.
BDF39EE0  ~z~Second World War? Best ending.
0816332C  ~z~What a finale. You know it's over when...
4873C5C0  ~z~You can't follow that. That's the end.
56BA624D  ~z~People are worried about that though, because... the atomic bomb.
ED188F0B  ~z~It ended a war, which is good.
FB562B86  ~z~But the effects are still being felt, which is bad.
935DDB97  ~z~And it was invented by Einstein.
9D9FF01B  ~z~And he's a genius.
34121CFD  ~z~In his, uh... 1907 paper, Einstein said... that light could be described as discreet bundles of energies.
424BB970  ~z~That when irradiated, a dof- what sort of cunt thinks like that... really?
08F5C6C1  ~z~S'knowhatImean?
167361BC  ~z~That's what turned Stephen Hawking mental... too much thinking.
D4185E23  ~z~I'm not a doctor, but I'm pretty sure.
E262FAB8  ~z~"The universe is expanding."
9997E923  ~z~Yeah, o' course it is, Stephen. Take a day off!
67308455  ~z~Go for a walk, or s- not a walk, but....
0B1FCC35  ~z~Open a window. Watch a bit o' TV.
19E869C6  ~z~Robot Wars is on. You like that, don't ya?
B0F697E0  ~z~People go, "Ah well you can't ever cut Steven Hawking. He's a genius."
BEAE334F  ~z~He's not a genius. He's pretentious.
62157A1F  ~z~Born in England, and talks with an American accent.
30E417BD  ~z~Cambodia. That was a good one. Pol Pot. He killed 100,000 people. And that was his threat.
D4277F15  ~z~He rounded up 100,000 people... and he killed 'em.
C268DB98  ~z~Because... they were what he called "intellectuals."
679825F8  ~z~And do you know how he told whether they're intellectual or not?
54D68075  ~z~It was whether they wore glasses.
1E0B92DC  ~z~If they're that clever, take 'em off when they see 'em coming!
7953496E  ~z~Know what I mean?
3F7AD5BA  ~z~Oh yeah, well Kierkegaard, oi here's comes Pol Pot.
2D25310F  ~z~Alright?
F8E0C89B  ~z~Yea. Not too bad, yea.
EA1A2B0E  ~z~Yea! Good. Yea!
0628E433  ~z~Aw, thank you Mr. Pot. Yea.
F3B8BF53  ~z~No, I-I'm thick, as you can see. I'm-I'm thi - him, over there. Look.
AAB8AD58  ~z~Go and kill him.
990A09FB  ~z~Falklands War. That's probably my favorite.
AAC9AD76  ~z~People say that was a conflict.
98F309C9  ~z~It was a war.
CFD6778F  ~z~And it's my favorite, 'cause it was a range war.
BD18D214  ~z~And what that means... is that...the Argentinean guns could fire 9 km...
7475C0CF  ~z~Whereas the British guns could fire 17 km....
61AD9B3F  ~z~So we just parked our boats about 10 km away, and theirs were falling into the water.
C1C060EF  ~z~While... we were shelling the shit out of them.
97D60D1B  ~z~It's the war equivalent of holding a midget at arm's length. Like that.
EE1C39A6  ~z~And he's flailing... just missin'. And you'll just steadily kick him in the bollocks.
B448C600  ~z~Ow.
0B01F371  ~z~Smack.
E1339FD5  ~z~Ow.
17778C5C  ~z~Smack
25A228B1  ~z~People go, "Ooh, you must never go at midgets."
17708C4A  ~z~Why not? What are they gonna do?
25DF2927  ~z~You must never go at fundamentalist terrorists. They're the scary ones.
3CDF585F  ~z~Midgets? Do what you want.
431764CF  ~z~Thanks very much!
5439071A  ~z~Good night!
35C1242C  ~z~~x~And now, Mr. Ricky Gervais!
4792C7CF  ~z~~x~Whoah. Thank you. Hi, wow thank you very much.
6153FB51  ~z~~x~What a lovely welcome.
80DABA62  ~z~~x~As you know I do a lot of charity work,
92955DD7  ~z~~x~but in all honesty, I think that some causes are more worthy than others.
9BD47055  ~z~~x~Obviously cancer is a very worthy cause, AIDS is a very worthy cause,
2E1914E0  ~z~~x~but I got asked to do a benefit gig recently for sufferers of obesity.
B9582B5C  ~z~~x~What? Sufferers of obesity.
C3C64038  ~z~~x~I said "You mean fat people?",
6C937648  ~z~~x~she went, "No because obes...". Well, she actually went,
5AD1D2C5  ~z~~x~"No because obe...", she was eating.
782C0D79  ~z~~x~So she went, "Obesity is a disease".
A665E9EC  ~z~~x~I went, "No it's not, is it?
91D0C0C2  ~z~~x~No it's not, you just like eating, don't you?"
CF4E3BC4  ~z~~x~How is that a disease?
BD4317AE  ~z~~x~"Oh I'm so fucking ill..." num, num, "Oh I'm well ill".
EA89F23B  ~z~~x~I went "What's the disease?".
DAD652D4  ~z~~x~She went "Everything tastes good".
F8278D76  ~z~~x~Everything?
1564C68C  ~z~~x~"Not salads".
2737EA32  ~z~~x~That's not a disease, leprosy is a disease.
F3498256  ~z~~x~Can you imagine Jesus in the Temple,
05E5278D  ~z~~x~people coming up to him in bandages, going "Jesus my flesh is falling off"?
58ABCD19  ~z~~x~And he goes "I cant stop now - there's a fat woman over there on her third pie".
69926EE6  ~z~~x~Saw a documentary about a woman who was three hundred and fifty pounds,
3AFF11C0  ~z~~x~cause she ate ten pie and chips a day.
4CA0B503  ~z~~x~That'll do it.
9E9358E7  ~z~~x~Ten pie and chips a day, ten separate meals, ten separate trips to the chip shop.
B053FC68  ~z~~x~In a cab, didn't even walk that. Wasted calories.
263E6743  ~z~~x~So in this documentary they wired her jaw together, to try and stop her eating.
F8800BC7  ~z~~x~So she liquidized ten pie and chips a day.
08C8AC58  ~z~~x~Pie smoothies. Now she's not even chewing,
6B1270EA  ~z~~x~that used up ten calories.
5BB9D251  ~z~~x~So, er, they took her to hospital...
FA820FE3  ~z~~x~to give her that operation where they staple your stomach together.
3F36194A  ~z~~x~And she was sitting there in hospital, looking all depressed,
6DF876CE  ~z~~x~well you can't eat for an hour before an operation can ya?
92F140BF  ~z~~x~And she went , "It's, it's a dangerous operation, but it's the only option left".
50ADBC39  ~z~~x~One, jogging? Oh you don't even walk. Um...
3E8C7A56  ~z~~x~Salads? You don't like salads, ok.
024401C6  ~z~~x~Nine pie and chips a day? It's a start, isn't it?
83E9850F  ~z~~x~They make excuses, don't they, fat people? They say things like...
95DAA8F1  ~z~~x~"It's glandular". It's not glandular, it's greed.
6773CC24  ~z~~x~"It's big bones". Yeah, big bones covered in meat and gravy.
4B059348  ~z~~x~Unbelievable, always complain.
CCBB16B1  ~z~~x~"Oh... aeroplane seats...
DE723A1F  ~z~~x~They're not big enough for someone like me."
A25EC1F9  ~z~~x~No they're not, because if they were, we'd get twelve fucking people on the plane.
B40B6552  ~z~~x~"It's not fair." It is fair, you ate too much.
C34B807E  ~z~~x~And if we're talking about fairness, and aeroplanes,
D4FE23E3  ~z~~x~why is it that I get the same luggage allowance
02507E87  ~z~~x~as a guy who's four hundred pounds?
801CFA1E  ~z~~x~We're both allowed thirty-two kilograms on the plane.
0E0115E8  ~z~~x~I wanna go "No, he used up his thirty-two kilograms on his tits!".
1BC7B175  ~z~~x~Thanks very much, goodnight. Enjoy your meals.
